,Date,Snow,Tmin,Tmax,Tavg,Snow Day
0,2023-01-02,0.0,9.4,13.3,8.6,0
1,2023-01-03,0.0,8.3,14.4,9.9,0
2,2023-01-04,0.0,9.4,18.9,13.2,0
3,2023-01-05,0.0,6.7,10.0,8.8,0
4,2023-01-06,0.0,3.9,9.4,6.3,0
5,2023-01-09,0.0,2.8,6.7,3.2,0
6,2023-01-10,0.0,3.3,5.0,3.6,0
7,2023-01-11,0.0,1.7,3.9,2.2,0
8,2023-01-12,0.0,2.8,12.8,6.7,0
9,2023-01-13,0.0,3.3,13.9,9.1,0
10,2023-01-16,0.0,-2.1,8.9,2.2,0
11,2023-01-17,0.0,1.7,8.3,3.8,0
12,2023-01-18,0.0,5.6,11.7,7.8,0
13,2023-01-19,0.0,4.4,6.7,4.1,0
14,2023-01-20,0.0,4.4,9.4,5.7,0
15,2023-01-23,0.0,2.2,3.9,2.7,0
16,2023-01-24,0.0,1.7,7.8,3.6,0
17,2023-01-25,0.0,1.7,12.2,3.7,0
18,2023-01-26,0.0,5.0,13.9,7.3,0
19,2023-01-27,0.0,1.7,6.7,2.3,0
20,2023-01-30,0.0,6.1,12.8,6.9,0
21,2023-01-31,3.0,-0.5,10.0,2.4,0
22,2023-02-01,8.0,-3.2,3.3,-0.9,0
23,2023-02-02,0.0,-1.6,4.4,-0.4,0
24,2023-02-03,0.0,-11.6,1.7,-5.7,0
25,2023-02-06,0.0,1.1,11.1,4.2,0
26,2023-02-07,0.0,-1.0,6.1,1.4,0
27,2023-02-08,0.0,3.9,11.7,5.8,0
28,2023-02-09,0.0,5.6,12.8,6.3,0
29,2023-02-10,0.0,7.2,16.1,9.5,0
30,2023-02-13,0.0,5.0,13.9,8.3,0
31,2023-02-14,0.0,4.4,12.2,7.6,0
32,2023-02-15,0.0,8.3,19.4,11.7,0
33,2023-02-16,0.0,13.3,21.1,13.2,0
34,2023-02-17,0.0,0.0,16.1,8.6,0
35,2023-02-20,0.0,8.3,16.1,8.9,0
36,2023-02-21,0.0,2.8,10.0,4.7,0
37,2023-02-22,0.0,2.8,6.7,2.7,0
38,2023-02-23,0.0,3.3,6.7,3.9,0
39,2023-02-24,0.0,-3.8,7.2,3.1,0
40,2023-02-27,0.0,0.6,7.8,2.5,0
41,2023-02-28,51.0,0.0,3.3,0.7,1
42,2023-03-01,0.0,0.6,6.7,3.0,0
43,2023-03-02,0.0,3.9,12.2,6.2,0
44,2023-03-03,0.0,2.8,8.3,3.8,0
45,2023-03-06,0.0,4.4,11.1,7.0,0
46,2023-03-07,10.0,0.6,8.3,3.3,0
47,2023-03-08,0.0,-0.5,8.9,2.8,0
48,2023-03-09,0.0,0.6,10.6,4.4,0
49,2023-03-10,0.0,1.7,7.8,3.8,0
50,2023-03-13,0.0,3.3,7.2,4.6,0
51,2023-03-14,0.0,0.6,3.3,1.5,0
52,2023-03-15,0.0,1.1,7.2,3.0,0
53,2023-03-16,0.0,1.1,15.0,6.6,0
54,2023-03-17,0.0,8.3,15.6,10.5,0
55,2023-03-20,0.0,-0.5,10.6,4.0,0
56,2023-03-21,0.0,4.4,17.2,8.6,0
57,2023-03-22,0.0,8.9,16.7,9.7,0
58,2023-03-23,0.0,8.9,15.6,11.3,0
59,2023-03-24,0.0,6.7,12.8,9.2,0
60,2023-03-27,0.0,6.1,16.7,8.6,0
61,2023-03-28,0.0,5.6,11.1,7.6,0
62,2023-03-29,0.0,3.9,12.8,6.9,0
63,2023-03-30,0.0,-0.5,7.8,2.9,0
64,2023-03-31,0.0,3.3,13.9,6.4,0
65,2023-04-03,0.0,3.9,15.0,8.1,0
66,2023-04-04,0.0,8.9,22.8,14.9,0
67,2023-04-05,0.0,7.8,13.9,10.0,0
68,2023-04-06,0.0,8.3,26.7,15.1,0
69,2023-04-07,0.0,5.6,15.6,11.0,0
70,2023-04-10,0.0,5.6,20.0,10.6,0
71,2023-04-11,0.0,10.6,23.9,15.5,0
72,2023-04-12,0.0,17.8,28.9,22.4,0
73,2023-04-13,0.0,19.4,32.2,23.8,0
74,2023-04-14,0.0,21.1,32.8,24.5,0
75,2023-04-17,0.0,11.7,20.0,14.2,0
76,2023-04-18,0.0,7.2,13.9,10.2,0
77,2023-04-19,0.0,7.2,17.8,11.0,0
78,2023-04-20,0.0,7.2,18.9,11.6,0
79,2023-04-21,0.0,10.6,21.7,14.7,0
80,2023-04-24,0.0,6.7,16.7,10.8,0
81,2023-04-25,0.0,7.8,15.6,10.6,0
82,2023-04-26,0.0,7.8,15.6,10.2,0
83,2023-04-27,0.0,9.4,13.9,10.9,0
84,2023-04-28,0.0,8.3,13.3,10.1,0
85,2023-05-01,0.0,9.4,16.1,13.1,0
86,2023-05-02,0.0,6.7,13.3,10.2,0
87,2023-05-03,0.0,8.3,13.9,9.9,0
88,2023-05-04,0.0,8.9,12.8,10.2,0
89,2023-05-05,0.0,8.9,18.9,12.3,0
90,2023-05-08,0.0,14.4,25.0,19.5,0
91,2023-05-09,0.0,12.2,21.7,15.3,0
92,2023-05-10,0.0,10.0,22.8,15.5,0
93,2023-05-11,0.0,13.9,26.7,19.7,0
94,2023-05-12,0.0,18.3,30.6,22.7,0
95,2023-05-15,0.0,11.1,23.3,17.3,0
96,2023-05-16,0.0,14.4,26.1,20.3,0
97,2023-05-17,0.0,10.0,20.6,15.0,0
98,2023-05-18,0.0,6.1,16.1,10.9,0
99,2023-05-19,0.0,11.1,21.1,15.1,0
100,2023-05-22,0.0,13.9,23.9,17.4,0
101,2023-05-23,0.0,12.2,21.1,15.9,0
102,2023-05-24,0.0,11.7,25.0,16.7,0
103,2023-05-25,0.0,10.0,20.0,14.9,0
104,2023-05-26,0.0,11.7,22.2,16.5,0
105,2023-05-29,0.0,15.0,26.1,19.9,0
106,2023-05-30,0.0,12.8,22.2,16.2,0
107,2023-05-31,0.0,10.6,25.0,17.3,0
108,2023-06-01,0.0,15.0,30.6,21.7,0
109,2023-06-02,0.0,18.9,32.8,24.4,0
110,2023-06-05,0.0,13.3,24.4,18.2,0
111,2023-06-06,0.0,15.6,26.1,19.5,0
112,2023-06-07,0.0,13.9,20.6,16.3,0
113,2023-06-08,0.0,12.8,22.2,15.9,0
114,2023-06-09,0.0,14.4,22.2,17.7,0
115,2023-06-12,0.0,18.9,25.6,22.4,0
116,2023-06-13,0.0,17.8,25.6,21.2,0
117,2023-06-14,0.0,17.2,24.4,19.2,0
118,2023-06-15,0.0,16.1,25.0,20.5,0
119,2023-06-16,0.0,17.2,26.1,20.0,0
120,2023-06-19,0.0,18.3,27.2,21.6,0
121,2023-06-20,0.0,17.8,25.6,20.4,0
122,2023-06-21,0.0,16.7,22.8,18.9,0
123,2023-06-22,0.0,15.6,22.2,18.2,0
124,2023-06-23,0.0,18.3,21.7,20.1,0
125,2023-06-26,0.0,20.0,25.6,22.4,0
126,2023-06-27,0.0,18.9,26.1,21.5,0
127,2023-06-28,0.0,18.9,27.8,22.8,0
128,2023-06-29,0.0,18.3,27.8,23.7,0
129,2023-06-30,0.0,21.1,28.9,24.2,0
130,2023-07-03,0.0,22.2,31.7,26.7,0
131,2023-07-04,0.0,22.8,28.3,25.1,0
132,2023-07-05,0.0,22.2,33.9,27.4,0
133,2023-07-06,0.0,23.9,32.2,27.9,0
134,2023-07-07,0.0,23.3,30.6,26.4,0
135,2023-07-10,0.0,21.7,28.9,25.0,0
136,2023-07-11,0.0,20.0,31.7,25.5,0
137,2023-07-12,0.0,24.4,32.8,27.8,0
138,2023-07-13,0.0,25.0,31.1,27.9,0
139,2023-07-14,0.0,21.7,28.9,25.3,0
140,2023-07-17,0.0,23.3,31.1,26.8,0
141,2023-07-18,0.0,22.8,28.9,25.5,0
142,2023-07-19,0.0,22.2,26.7,24.0,0
143,2023-07-20,0.0,22.2,31.1,25.3,0
144,2023-07-21,0.0,21.7,28.9,25.7,0
145,2023-07-24,0.0,23.3,29.4,25.6,0
146,2023-07-25,0.0,20.0,30.0,24.0,0
147,2023-07-26,0.0,20.0,30.6,24.9,0
148,2023-07-27,0.0,23.9,33.3,28.2,0
149,2023-07-28,0.0,23.9,33.3,28.6,0
150,2023-07-31,0.0,18.9,29.4,23.1,0
151,2023-08-01,0.0,18.3,27.8,22.8,0
152,2023-08-02,0.0,17.8,27.2,21.1,0
153,2023-08-03,0.0,18.9,26.7,22.0,0
154,2023-08-04,0.0,21.7,25.0,22.8,0
155,2023-08-07,0.0,20.0,27.2,23.9,0
156,2023-08-08,0.0,21.1,26.7,23.4,0
157,2023-08-09,0.0,20.6,30.0,24.8,0
158,2023-08-10,0.0,21.1,27.2,22.3,0
159,2023-08-11,0.0,19.4,29.4,23.7,0
160,2023-08-14,0.0,22.2,30.6,25.4,0
161,2023-08-15,0.0,21.1,26.7,22.9,0
162,2023-08-16,0.0,20.6,27.8,23.9,0
163,2023-08-17,0.0,22.2,26.1,23.0,0
164,2023-08-18,0.0,18.3,26.7,23.6,0
165,2023-08-21,0.0,22.8,31.1,25.4,0
166,2023-08-22,0.0,19.4,26.1,22.4,0
167,2023-08-23,0.0,17.8,26.7,21.0,0
