,Date,Snow,Tmin,Tmax,Tavg,Snow Day
0,2024-01-01,0.0,1.7,8.3,4.6,0
1,2024-01-02,0.0,-1.6,5.6,1.3,0
2,2024-01-03,0.0,1.1,6.1,2.3,0
3,2024-01-04,0.0,-2.1,7.2,2.6,0
4,2024-01-05,0.0,-3.2,2.8,-1.1,0
5,2024-01-08,13.0,2.2,7.2,2.9,0
6,2024-01-09,0.0,2.2,13.9,4.9,0
7,2024-01-10,0.0,6.7,13.9,9.2,0
8,2024-01-11,0.0,5.0,8.3,5.8,0
9,2024-01-12,0.0,4.4,10.0,5.5,0
10,2024-01-15,10.0,-4.9,-1.6,-3.7,0
11,2024-01-16,38.0,-5.5,0.0,-3.6,0
12,2024-01-17,13.0,-8.2,-4.3,-6.7,0
13,2024-01-18,0.0,-5.5,1.1,-3.5,0
14,2024-01-19,10.0,-3.2,0.0,-2.5,0
15,2024-01-22,0.0,-3.8,3.3,-1.8,0
16,2024-01-23,0.0,1.1,4.4,2.2,0
17,2024-01-24,0.0,3.3,8.9,4.0,0
18,2024-01-25,0.0,7.8,15.0,9.7,0
19,2024-01-26,0.0,5.6,7.8,5.8,0
20,2024-01-29,0.0,2.2,4.4,2.7,0
21,2024-01-30,0.0,1.7,3.3,1.6,0
22,2024-01-31,0.0,1.1,4.4,2.3,0
23,2024-02-01,0.0,2.8,7.8,3.9,0
24,2024-02-02,0.0,3.3,7.8,4.7,0
25,2024-02-05,0.0,0.0,7.2,2.0,0
26,2024-02-06,0.0,-1.6,5.6,1.1,0
27,2024-02-07,0.0,0.6,8.9,3.2,0
28,2024-02-08,0.0,2.8,11.7,4.9,0
29,2024-02-09,0.0,6.1,12.8,7.2,0
30,2024-02-12,0.0,2.8,8.9,4.5,0
31,2024-02-13,203.0,0.6,5.0,1.7,1
32,2024-02-14,119.0,-1.6,3.3,-0.4,0
33,2024-02-15,0.0,-2.7,3.9,-0.4,0
34,2024-02-16,0.0,2.2,6.1,2.9,0
35,2024-02-19,0.0,-0.5,5.0,1.1,0
36,2024-02-20,0.0,-3.2,4.4,-0.9,0
37,2024-02-21,0.0,-1.0,6.1,0.1,0
38,2024-02-22,0.0,1.7,7.2,2.7,0
39,2024-02-23,0.0,5.6,8.3,6.2,0
40,2024-02-26,0.0,1.7,12.8,4.5,0
41,2024-02-27,0.0,4.4,12.8,7.6,0
42,2024-02-28,0.0,6.7,16.7,12.6,0
43,2024-02-29,0.0,-0.5,6.1,1.5,0
44,2024-03-01,0.0,-1.0,8.9,2.3,0
45,2024-03-04,0.0,7.8,15.0,10.2,0
46,2024-03-05,0.0,5.6,9.4,6.7,0
47,2024-03-06,0.0,8.3,11.7,9.0,0
48,2024-03-07,0.0,6.7,12.2,10.0,0
49,2024-03-08,0.0,4.4,13.9,7.3,0
50,2024-03-11,0.0,1.7,11.1,5.5,0
51,2024-03-12,0.0,6.1,18.9,11.1,0
52,2024-03-13,0.0,8.9,16.7,10.8,0
53,2024-03-14,0.0,7.8,23.3,13.2,0
54,2024-03-15,0.0,10.6,22.8,14.6,0
55,2024-03-18,0.0,3.3,10.6,6.4,0
56,2024-03-19,0.0,2.2,8.9,3.7,0
57,2024-03-20,0.0,1.1,13.9,5.7,0
58,2024-03-21,0.0,-1.0,6.1,1.1,0
59,2024-03-22,0.0,-1.6,7.8,1.6,0
60,2024-03-25,0.0,1.7,11.7,5.5,0
61,2024-03-26,0.0,3.9,11.7,6.9,0
62,2024-03-27,0.0,5.6,11.1,7.5,0
63,2024-03-28,0.0,6.7,10.6,8.5,0
64,2024-03-29,0.0,5.6,13.3,7.4,0
65,2024-04-01,0.0,9.4,12.2,9.5,0
66,2024-04-02,0.0,6.7,10.6,6.9,0
67,2024-04-03,0.0,5.0,7.2,5.2,0
68,2024-04-04,0.0,2.8,11.7,5.3,0
69,2024-04-05,0.0,3.3,10.0,6.0,0
70,2024-04-08,0.0,6.1,20.6,10.7,0
71,2024-04-09,0.0,12.8,26.7,16.2,0
72,2024-04-10,0.0,10.6,19.4,13.7,0
73,2024-04-11,0.0,10.0,16.1,13.0,0
74,2024-04-12,0.0,13.3,17.2,15.4,0
75,2024-04-15,0.0,14.4,27.8,19.2,0
76,2024-04-16,0.0,12.2,22.8,15.6,0
77,2024-04-17,0.0,10.0,16.7,11.7,0
78,2024-04-18,0.0,7.2,10.0,8.0,0
79,2024-04-19,0.0,7.8,15.6,9.9,0
80,2024-04-22,0.0,5.6,17.8,9.5,0
81,2024-04-23,0.0,7.8,18.3,10.7,0
82,2024-04-24,0.0,10.0,23.3,14.2,0
83,2024-04-25,0.0,6.1,15.6,8.4,0
84,2024-04-26,0.0,6.1,18.3,9.5,0
85,2024-04-29,0.0,17.2,30.6,21.7,0
86,2024-04-30,0.0,11.1,18.9,13.7,0
87,2024-05-01,0.0,11.7,26.7,16.0,0
88,2024-05-02,0.0,11.7,26.1,18.8,0
89,2024-05-03,0.0,11.1,18.3,14.0,0
90,2024-05-06,0.0,11.7,23.3,16.9,0
91,2024-05-07,0.0,15.0,26.7,20.6,0
92,2024-05-08,0.0,18.3,28.9,23.6,0
93,2024-05-09,0.0,13.3,21.1,18.1,0
94,2024-05-10,0.0,8.9,13.3,10.8,0
95,2024-05-13,0.0,9.4,18.3,13.2,0
96,2024-05-14,0.0,12.8,22.2,17.5,0
97,2024-05-15,0.0,15.0,17.8,16.5,0
98,2024-05-16,0.0,15.0,17.8,16.5,0
99,2024-05-17,0.0,14.4,22.2,18.6,0
100,2024-05-20,0.0,12.8,23.3,18.1,0
101,2024-05-21,0.0,14.4,28.3,21.8,0
102,2024-05-22,0.0,19.4,28.9,24.3,0
103,2024-05-23,0.0,19.4,26.1,23.6,0
104,2024-05-24,0.0,20.0,28.9,24.3,0
105,2024-05-27,0.0,18.9,22.8,21.5,0
106,2024-05-28,0.0,18.3,26.1,21.9,0
107,2024-05-29,0.0,15.6,24.4,19.7,0
108,2024-05-30,0.0,13.9,21.7,17.8,0
109,2024-05-31,0.0,15.0,23.9,19.5,0
110,2024-06-03,0.0,,,22.5,0
